seq_index;GeneChoice_V_gene_Undefined_side_prio7_size103;GeneChoice_J_gene_Undefined_side_prio6_size68;Deletion_V_gene_Three_prime_prio5_size21;Deletion_J_gene_Five_prime_prio5_size23;Insertion_VJ_gene_Undefined_side_prio4_size41;DinucMarkov_VJ_gene_Undefined_side_prio3_size16;Errors
14861;(4);(42);(8);(15);(5);(2,2,2,1,2);()
14862;(52);(26);(3);(10);(17);(3,1,2,1,3,0,1,3,0,2,1,3,1,1,1,1,2);(49)
14863;(10);(67);(4);(10);(11);(1,1,1,3,2,3,3,0,1,1,1);(39,114,269)
14864;(14);(54);(5);(6);(6);(2,2,2,2,0,1);(186,194)
14865;(34);(42);(5);(9);(8);(1,3,2,0,3,1,3,0);(266)
14866;(70);(43);(7);(4);(7);(2,3,0,0,1,2,3);()
14867;(18);(43);(3);(8);(7);(2,0,2,1,0,3,0);(11,189)
14868;(51);(20);(3);(8);(4);(3,2,2,0);(226)
14869;(14);(49);(11);(11);(6);(2,3,1,0,0,1);(165)
14870;(11);(38);(8);(12);(6);(2,1,1,1,1,2);(49)
14871;(25);(44);(8);(17);(6);(2,2,2,3,0,1);(61)
14872;(47);(52);(4);(7);(4);(2,2,0,2);()
14873;(13);(47);(8);(8);(10);(1,1,3,3,3,1,0,1,2,2);()
14874;(25);(32);(3);(8);(15);(2,2,2,3,1,3,3,1,1,2,2,2,2,0,1);(333)
14875;(68);(45);(8);(5);(3);(1,0,1);()
14876;(74);(54);(9);(9);(5);(2,3,2,0,0);(211)
14877;(25);(51);(4);(15);(5);(1,1,1,2,0);(170,202,262)
14878;(51);(49);(3);(10);(10);(2,2,2,3,0,1,1,3,1,1);(36)
14879;(99);(55);(11);(12);(3);(1,1,0);(142,173,273)
14880;(50);(50);(12);(4);(1);(1);()
14881;(32);(60);(10);(13);(2);(3,3);()
14882;(58);(42);(8);(19);(3);(0,3,0);(40)
14883;(64);(44);(13);(7);(8);(1,3,0,2,3,3,0,3);(205,265)
14884;(4);(7);(6);(6);(6);(2,2,1,2,2,1);()
14885;(50);(42);(12);(15);(9);(2,0,2,0,0,2,0,1,3);(308)
14886;(50);(49);(8);(12);(12);(3,3,1,2,2,2,2,1,3,2,2,2);(158,230,335)
14887;(12);(45);(8);(7);(2);(1,3);(43,312)
14888;(70);(15);(10);(6);(4);(3,3,2,1);(79)
14889;(4);(45);(3);(9);(9);(0,2,2,2,0,2,0,2,2);(159,343)
14890;(14);(28);(12);(8);(13);(1,1,2,2,2,2,0,2,2,2,2,2,0);(79)
14891;(72);(56);(11);(8);(5);(1,0,0,1,1);()
14892;(47);(35);(6);(11);(3);(1,3,1);()
14893;(16);(22);(4);(15);(3);(2,0,1);(34,37,140,201)
14894;(22);(10);(9);(9);(3);(2,0,2);(106)
14895;(14);(14);(4);(11);(9);(2,0,1,1,0,0,0,0,3);(79)
14896;(7);(45);(5);(9);(13);(2,2,1,1,1,3,2,0,2,3,2,1,1);(18)
14897;(99);(62);(9);(7);(4);(2,1,1,1);(45)
14898;(28);(38);(3);(9);(8);(1,2,0,0,2,0,0,2);()
14899;(6);(49);(6);(11);(5);(0,3,0,1,1);()
14900;(14);(22);(5);(6);(5);(0,2,3,1,1);(196)
14901;(41);(39);(2);(7);(9);(1,1,1,1,3,3,2,0,0);(145)
14902;(73);(36);(3);(5);(4);(2,1,0,3);(295)
14903;(2);(17);(19);(11);(2);(1,1);(65,181,245)
14904;(16);(7);(15);(9);(8);(0,1,2,0,1,2,2,3);(59,194)
14905;(13);(55);(4);(6);(3);(2,0,0);(159)
14906;(14);(31);(5);(9);(1);(3);()
14907;(64);(49);(4);(7);(12);(2,0,3,3,1,2,2,0,2,1,3,3);()
14908;(99);(55);(9);(13);(10);(2,1,2,2,3,3,3,1,1,3);()
14909;(73);(27);(7);(10);(7);(3,1,3,1,1,3,0);(10,190)
14910;(14);(51);(7);(7);(12);(2,3,0,1,3,1,2,2,3,0,2,3);()
14911;(42);(36);(2);(7);(4);(2,1,2,2);()
14912;(51);(50);(8);(5);(1);(2);(89)
14913;(17);(27);(6);(5);(14);(0,0,0,0,1,3,1,3,1,3,2,2,3,2);()
14914;(39);(16);(6);(4);(2);(3,0);()
14915;(25);(39);(11);(15);(6);(2,1,1,0,2,1);()
14916;(13);(51);(9);(2);(9);(1,1,1,1,3,3,3,1,1);(54)
14917;(47);(44);(1);(11);(5);(0,0,2,2,0);(44,186)
14918;(25);(46);(14);(7);(4);(2,1,0,2);(35,39,333)
14919;(32);(4);(19);(9);(9);(0,2,2,2,0,2,2,2,1);(292,315)
14920;(68);(42);(5);(10);(6);(1,1,1,3,1,3);(114,232,247,287,347)
14921;(41);(42);(10);(19);(11);(0,2,2,3,0,1,1,3,1,0,3);(29,166,306)
14922;(13);(23);(11);(16);(6);(0,0,2,2,1,1);(108)
14923;(25);(38);(4);(15);(4);(1,1,2,2);(196)
14924;(43);(66);(12);(12);(4);(0,2,2,1);()
14925;(44);(54);(8);(6);(4);(3,1,1,0);(166)
14926;(58);(60);(6);(22);(9);(0,1,2,2,2,2,2,3,1);(174,212)
14927;(12);(55);(7);(7);(7);(0,2,1,1,2,2,2);(324)
14928;(14);(31);(5);(3);(5);(0,0,3,3,1);(171)
14929;(4);(58);(7);(10);(1);(2);(11,187,266,293)
14930;(2);(45);(11);(12);(9);(0,2,0,0,0,0,1,1,3);()
14931;(17);(1);(6);(8);(2);(2,0);(270)
14932;(41);(54);(8);(6);(4);(0,1,3,0);(125)
14933;(50);(40);(4);(6);(6);(3,1,1,3,3,3);()
14934;(32);(47);(7);(7);(7);(2,2,0,0,0,3,0);()
14935;(4);(34);(5);(10);(3);(3,2,2);(308)
14936;(16);(56);(8);(7);(6);(0,2,2,2,1,3);(259,318)
14937;(68);(55);(11);(14);(2);(0,1);(186)
14938;(37);(47);(6);(10);(5);(3,0,2,3,3);(20,106)
14939;(99);(67);(6);(7);(3);(0,3,0);()
14940;(2);(10);(3);(11);(15);(0,2,1,1,0,1,1,2,1,0,0,2,1,1,1);()
14941;(68);(58);(14);(10);(8);(1,3,1,1,3,1,1,1);()
14942;(14);(7);(15);(7);(11);(3,2,2,2,0,1,3,1,1,3,1);()
14943;(4);(1);(5);(4);(7);(3,1,1,2,2,2,2);(27,155,170)
14944;(43);(7);(12);(11);(1);(3);(158)
14945;(25);(32);(6);(12);(5);(0,1,3,3,1);()
14946;(6);(36);(7);(5);(3);(0,0,2);()
14947;(13);(39);(10);(10);(8);(2,2,2,2,2,2,0,2);(318)
14948;(41);(1);(4);(10);(5);(2,0,2,3,3);(246)
14949;(11);(15);(6);(4);(1);(2);()
14950;(34);(67);(9);(13);(3);(1,2,0);(278)
14951;(99);(5);(3);(6);(2);(1,1);(296)
14952;(86);(4);(9);(12);(5);(2,2,0,2,0);(67)
14953;(25);(55);(6);(8);(7);(0,0,1,1,3,0,0);(219)
14954;(25);(26);(6);(7);(6);(0,2,1,1,2,0);(235)
14955;(13);(54);(5);(9);(12);(1,0,0,2,2,0,0,2,1,3,3,0);(288)
14956;(25);(32);(14);(3);(2);(1,0);(317)
14957;(47);(37);(1);(5);(7);(1,0,1,3,1,3,1);(146)
14958;(12);(40);(5);(11);(8);(1,1,0,1,1,1,2,2);()
14959;(25);(34);(7);(11);(8);(0,3,2,3,0,0,2,0);(52)
14960;(66);(40);(4);(8);(6);(1,3,1,0,0,1);(84)
14961;(70);(67);(6);(10);(9);(3,3,1,1,1,1,3,3,2);()
14962;(50);(37);(4);(4);(9);(2,2,0,2,2,0,0,1,0);(75)
14963;(32);(7);(6);(9);(5);(0,3,0,2,1);(14,80)
14964;(68);(59);(11);(7);(7);(3,1,2,0,0,1,1);(182)
14965;(6);(51);(5);(5);(3);(1,2,2);(226)
14966;(11);(42);(2);(3);(4);(2,2,2,1);()
14967;(50);(45);(9);(5);(6);(3,1,1,1,3,2);(284)
14968;(70);(15);(12);(2);(1);(3);(200)
14969;(16);(49);(10);(11);(7);(2,1,1,0,3,3,1);(138,199)
14970;(14);(39);(5);(7);(18);(3,1,1,2,3,0,1,3,1,3,3,2,2,2,2,1,1,2);(287)
14971;(17);(5);(4);(7);(4);(3,3,0,2);()
14972;(23);(17);(3);(12);(3);(1,3,1);(223,228)
14973;(13);(58);(8);(10);(2);(3,3);(235,250,318)
14974;(99);(24);(5);(22);(11);(2,2,1,2,1,1,1,2,2,2,2);(120)
14975;(70);(39);(7);(15);(2);(2,1);(6)
14976;(0);(31);(3);(5);(3);(2,0,1);(74)
14977;(42);(36);(5);(11);(4);(1,1,1,2);(274)
14978;(25);(43);(14);(7);(8);(2,0,0,2,1,1,1,1);(38,223)
14979;(69);(40);(7);(13);(1);(2);()
14980;(41);(17);(12);(11);(9);(1,1,1,3,1,3,2,1,1);()
14981;(32);(39);(7);(8);(1);(2);(250,290)
14982;(13);(51);(5);(6);(3);(3,1,1);(14)
14983;(6);(45);(5);(12);(7);(1,1,3,1,1,2,0);()
14984;(13);(37);(4);(8);(9);(1,1,1,1,2,2,1,0,1);()
14985;(28);(54);(10);(6);(7);(0,0,0,0,3,2,2);()
14986;(19);(50);(9);(6);(8);(0,2,2,0,1,1,2,2);(117,167)
14987;(34);(30);(8);(4);(7);(1,1,1,3,2,0,2);(83)
14988;(0);(10);(6);(11);(7);(2,1,0,1,1,3,1);()
14989;(25);(14);(10);(9);(3);(2,2,3);(317)
14990;(60);(30);(10);(3);(7);(3,0,3,2,3,0,0);(155)
14991;(32);(56);(7);(7);(4);(2,2,2,3);()
14992;(51);(44);(6);(9);(5);(2,3,2,1,0);()
14993;(51);(45);(3);(8);(9);(0,0,2,2,2,2,2,2,0);()
14994;(10);(56);(7);(8);(9);(2,2,0,3,3,1,0,0,0);()
14995;(42);(42);(8);(13);(4);(1,3,0,0);(22)
14996;(0);(66);(9);(8);(5);(2,2,2,3,0);(254)
14997;(10);(59);(13);(11);(5);(0,1,2,2,0);(50)
14998;(42);(43);(11);(8);(1);(2);()
14999;(13);(39);(12);(12);(10);(1,2,2,2,2,0,0,2,2,1);()
15000;(59);(55);(9);(12);(1);(2);()
15001;(22);(17);(9);(6);(5);(2,2,2,0,0);(290)
15002;(74);(62);(9);(9);(4);(1,2,1,1);(316)
15003;(70);(31);(7);(5);(13);(0,1,1,1,1,3,0,3,3,1,1,2,0);(13,84)
15004;(6);(17);(4);(11);(4);(0,2,2,2);(171)
15005;(25);(60);(4);(10);(5);(3,3,1,1,2);(57,121,224)
15006;(13);(17);(4);(7);(10);(2,2,2,2,2,2,0,2,1,2);()
15007;(36);(39);(12);(8);(5);(0,1,1,2,2);()
15008;(34);(7);(8);(7);(7);(1,3,1,3,1,1,2);(80)
15009;(32);(5);(5);(5);(7);(1,3,0,0,2,2,3);()
15010;(17);(36);(6);(2);(7);(2,2,2,2,0,2,3);()
15011;(72);(49);(9);(10);(3);(3,0,3);(228,279)
15012;(22);(38);(9);(15);(4);(1,3,0,2);(309)
15013;(16);(45);(4);(5);(15);(2,2,0,0,3,3,2,1,2,2,2,0,1,1,1);()
15014;(50);(55);(2);(6);(5);(2,0,2,2,0);(28)
15015;(41);(54);(12);(5);(3);(3,3,3);(188)
15016;(6);(41);(7);(12);(5);(0,1,3,1,0);()
15017;(14);(49);(4);(11);(14);(1,1,1,1,1,1,3,0,2,0,3,1,0,1);(343)
15018;(0);(42);(3);(12);(14);(1,2,2,1,2,0,3,1,3,0,2,2,2,1);(214)
15019;(32);(59);(8);(5);(6);(0,0,1,1,0,2);()
15020;(72);(30);(9);(6);(15);(2,2,2,2,2,1,3,1,1,3,2,0,3,1,1);(279)
15021;(37);(31);(3);(5);(5);(2,2,2,0,2);(89,199)
15022;(28);(31);(6);(5);(3);(0,0,2);(127)
15023;(73);(66);(6);(6);(8);(1,1,1,3,1,3,1,2);(141,239,289)
15024;(50);(54);(6);(9);(9);(3,3,2,3,1,1,1,1,2);(79)
15025;(39);(49);(3);(22);(5);(1,1,2,2,1);(22)
15026;(35);(22);(6);(9);(6);(2,2,0,2,2,0);(38,297,316)
15027;(9);(14);(2);(3);(10);(2,3,1,2,0,1,3,2,0,2);()
15028;(81);(36);(9);(10);(5);(2,2,2,0,3);()
15029;(16);(28);(3);(13);(10);(1,3,3,2,0,1,0,2,2,0);()
15030;(19);(23);(3);(8);(6);(1,1,3,1,2,2);()
15031;(13);(31);(13);(8);(4);(3,1,3,2);(16,152)
15032;(16);(55);(10);(6);(9);(2,2,1,1,1,0,1,1,1);(58)
15033;(83);(32);(6);(8);(8);(2,3,3,3,1,1,0,3);(244)
15034;(18);(17);(10);(12);(9);(3,0,3,1,2,2,0,0,2);()
15035;(28);(50);(7);(3);(0);();()
15036;(47);(45);(4);(7);(8);(0,1,2,0,2,2,3,3);()
15037;(16);(36);(9);(8);(20);(3,3,3,0,1,1,1,1,1,2,1,2,0,3,1,0,2,2,0,0);()
15038;(7);(1);(7);(8);(4);(0,3,3,1);()
15039;(14);(51);(8);(8);(3);(2,0,3);(167)
15040;(50);(4);(5);(16);(15);(1,2,2,2,3,0,2,3,2,2,2,2,3,3,3);(67,81)
15041;(34);(27);(13);(5);(5);(2,3,1,3,0);(127)
15042;(41);(30);(8);(4);(1);(1);(43,312)
15043;(74);(9);(9);(8);(6);(2,0,1,1,0,2);()
15044;(17);(39);(4);(13);(2);(2,2);()
15045;(76);(44);(5);(10);(1);(0);(198)
15046;(50);(54);(12);(9);(8);(1,1,0,2,2,0,2,1);(140)
15047;(13);(45);(8);(11);(3);(2,0,3);()
15048;(54);(36);(8);(6);(7);(2,0,0,2,3,3,3);()
15049;(85);(30);(7);(6);(5);(0,3,0,0,3);()
15050;(35);(36);(6);(5);(11);(2,2,2,2,2,2,2,2,0,2,0);()
15051;(47);(50);(11);(9);(5);(1,2,2,2,2);(47)
15052;(23);(56);(4);(10);(7);(2,2,1,1,1,3,0);(229)
15053;(18);(50);(6);(8);(2);(2,2);()
15054;(70);(40);(5);(9);(3);(3,2,3);()
15055;(47);(34);(14);(7);(5);(1,1,2,2,3);(52,61,195)
15056;(14);(39);(7);(15);(5);(2,0,2,2,2);(6,271)
15057;(0);(3);(11);(8);(4);(3,3,1,2);()
15058;(14);(16);(8);(10);(7);(2,2,3,1,3,3,2);(82,224)
15059;(19);(5);(6);(6);(11);(0,1,3,0,0,0,2,1,2,0,1);(176,189,310)
15060;(47);(50);(3);(4);(8);(1,1,2,1,0,3,0,1);(214,233,234,256)
15061;(41);(14);(6);(8);(7);(2,2,2,0,0,3,0);(247,311)
15062;(13);(14);(5);(8);(6);(1,1,1,1,1,0);()
15063;(58);(56);(6);(5);(8);(1,2,3,2,2,2,2,2);()
15064;(25);(26);(9);(10);(9);(2,3,3,2,1,2,3,0,0);(89,316)
15065;(50);(42);(5);(12);(8);(2,3,2,3,0,0,2,1);(250,286)
15066;(35);(42);(3);(9);(2);(0,2);(61)
15067;(25);(50);(14);(6);(0);();(32,50,290)
15068;(6);(55);(8);(12);(5);(1,1,0,3,0);(10,215,265)
15069;(16);(67);(7);(9);(6);(0,2,2,0,0,3);()
15070;(47);(39);(12);(12);(13);(2,3,0,1,1,1,2,2,1,3,2,3,2);()
15071;(60);(49);(3);(8);(5);(0,0,1,1,1);(51,312,333)
15072;(12);(27);(5);(5);(13);(0,3,3,2,2,0,0,0,1,3,0,2,0);()
15073;(13);(55);(6);(9);(1);(2);(202,310)
15074;(4);(30);(7);(6);(2);(3,3);(22,56)
15075;(23);(24);(11);(9);(4);(2,2,1,2);()
15076;(41);(31);(3);(5);(4);(2,2,1,0);()
15077;(18);(55);(8);(12);(5);(0,2,0,1,2);(177)
15078;(16);(38);(3);(10);(5);(3,2,1,1,3);(62,99,176)
15079;(23);(32);(5);(7);(8);(1,0,0,1,1,2,1,1);(186,191,292)
15080;(58);(36);(6);(4);(10);(1,2,1,1,0,0,2,1,1,2);(209)
15081;(7);(32);(5);(9);(9);(1,3,3,0,2,2,0,2,2);(253)
15082;(50);(31);(9);(5);(5);(0,2,2,1,1);(147)
15083;(39);(25);(7);(12);(8);(0,3,0,0,3,0,0,0);()
15084;(13);(54);(4);(12);(6);(2,1,1,1,2,1);()
15085;(13);(50);(12);(7);(7);(1,3,1,1,0,2,0);(194)
15086;(8);(62);(4);(9);(3);(1,1,3);()
15087;(50);(45);(12);(11);(8);(1,1,1,3,0,2,2,3);(112,337)
15088;(70);(10);(6);(3);(12);(3,1,2,0,1,1,3,1,2,2,1,2);()
15089;(70);(39);(7);(7);(9);(2,1,1,1,1,3,2,2,0);()
15090;(25);(59);(12);(7);(7);(0,0,3,2,2,2,0);()
15091;(13);(26);(7);(9);(9);(1,1,1,1,2,2,2,0,0);(217)
15092;(14);(36);(9);(11);(6);(2,3,1,3,0,3);(39)
15093;(34);(51);(17);(5);(11);(1,2,2,0,1,2,2,2,2,2,2);(287)
15094;(70);(39);(16);(7);(7);(1,1,0,1,1,1,1);(321)
15095;(70);(40);(7);(11);(5);(2,2,3,1,1);(288)
15096;(1);(28);(5);(5);(4);(0,2,1,3);(188)
15097;(50);(45);(2);(8);(6);(2,1,1,1,3,2);(81,100)
15098;(50);(55);(8);(13);(4);(0,2,1,1);()
15099;(14);(49);(12);(18);(11);(0,1,3,1,1,1,1,1,3,2,2);(64)
15100;(43);(16);(15);(8);(2);(2,3);()
15101;(96);(62);(8);(7);(3);(2,0,0);(43)
15102;(25);(37);(10);(8);(5);(1,1,1,2,2);()
15103;(23);(59);(6);(12);(3);(1,1,0);(38,102,177,312)
15104;(13);(62);(9);(6);(14);(2,0,2,2,0,3,3,0,1,3,3,1,0,1);(230)
15105;(50);(58);(8);(8);(7);(1,1,3,1,2,3,3);()
15106;(6);(28);(5);(11);(4);(0,3,1,3);()
15107;(25);(38);(10);(9);(11);(1,1,1,1,3,1,3,1,2,3,3);()
15108;(86);(55);(9);(12);(4);(2,0,3,3);()
15109;(50);(43);(2);(2);(7);(3,1,1,3,1,0,1);(124)
15110;(2);(62);(13);(9);(6);(0,2,0,0,2,3);()
15111;(58);(28);(15);(8);(10);(3,1,1,2,2,2,2,2,2,2);()
15112;(25);(23);(7);(8);(4);(3,0,1,3);(91,144,336)
15113;(58);(37);(6);(18);(3);(1,1,1);(147,205)
15114;(32);(35);(7);(11);(9);(0,1,1,1,2,1,3,1,1);(262,296)
15115;(17);(36);(6);(11);(11);(2,2,1,0,2,2,1,2,1,2,0);(173)
15116;(25);(22);(10);(15);(3);(2,1,1);(266)
15117;(23);(36);(8);(2);(7);(2,2,2,2,2,2,1);()
15118;(25);(49);(8);(3);(9);(0,1,2,0,3,0,0,1,0);(54,292)
15119;(47);(23);(4);(7);(10);(2,0,2,0,1,2,1,1,2,2);()
15120;(13);(45);(7);(5);(4);(2,1,1,0);(12,141,217)
15121;(41);(33);(4);(10);(7);(1,2,0,2,2,2,3);(323,329)
15122;(12);(10);(11);(11);(5);(0,3,0,1,1);(25,28)
15123;(95);(35);(9);(18);(4);(1,1,2,2);()
15124;(14);(43);(12);(11);(2);(2,1);(195)
15125;(17);(43);(12);(6);(4);(3,1,2,3);()
15126;(16);(11);(5);(9);(17);(0,0,3,2,2,0,2,1,2,2,2,2,0,2,2,0,3);(323)
15127;(41);(44);(12);(11);(15);(2,2,0,1,1,3,0,3,1,1,0,2,1,1,1);()
15128;(50);(33);(4);(8);(18);(1,1,2,1,1,2,0,3,1,0,3,2,0,1,1,2,2,0);()
15129;(28);(29);(5);(15);(7);(0,2,2,1,3,2,2);(76,85)
15130;(37);(44);(5);(10);(1);(1);(191,237)
15131;(4);(49);(5);(3);(6);(1,1,3,3,1,0);(26)
15132;(32);(60);(9);(9);(7);(2,3,1,1,1,0,3);()
15133;(25);(7);(8);(6);(5);(0,1,1,3,2);(336)
15134;(47);(17);(6);(10);(8);(2,0,0,3,0,0,2,1);(240)
15135;(31);(50);(4);(5);(7);(0,0,2,2,0,1,3);(52)
15136;(16);(39);(10);(6);(6);(0,2,2,0,2,1);()
15137;(13);(58);(4);(8);(5);(2,1,2,2,1);(270)
15138;(44);(29);(3);(15);(8);(2,2,2,0,3,0,0,0);(87,256)
15139;(25);(32);(12);(12);(2);(3,2);()
15140;(51);(50);(6);(6);(4);(1,0,1,1);()
15141;(37);(15);(3);(7);(3);(2,2,0);(263)
15142;(7);(50);(6);(11);(5);(1,0,1,2,2);(130)
15143;(47);(7);(5);(8);(4);(2,0,2,0);()
15144;(28);(44);(10);(11);(4);(2,0,2,1);(25,309)
15145;(25);(67);(8);(10);(6);(2,1,2,2,1,1);(289,312)
15146;(73);(44);(8);(11);(2);(1,1);(123,218)
15147;(14);(40);(9);(4);(8);(2,3,2,3,2,0,2,2);()
15148;(23);(42);(7);(7);(7);(0,1,2,2,3,3,3);(17,282)
15149;(60);(49);(11);(9);(5);(3,2,0,2,2);(46)
15150;(70);(27);(5);(15);(12);(3,0,2,3,2,0,0,1,1,1,1,0);(47,137)
15151;(14);(67);(8);(11);(14);(3,1,1,0,0,1,1,1,1,0,1,1,1,0);()
15152;(51);(65);(3);(11);(10);(3,1,1,1,0,0,1,0,1,0);()
15153;(22);(31);(7);(7);(3);(2,1,3);()
15154;(19);(32);(3);(15);(10);(1,1,3,3,0,0,0,1,3,2);(301)
15155;(64);(38);(13);(12);(3);(3,0,3);(44,217)
15156;(4);(16);(5);(2);(5);(0,2,3,1,1);(48,128)
15157;(68);(33);(8);(8);(7);(2,1,3,0,3,1,3);()
15158;(70);(29);(5);(15);(4);(0,3,2,2);(276)
15159;(6);(39);(5);(8);(5);(1,1,0,3,3);(104)
15160;(32);(35);(3);(19);(10);(2,3,1,2,0,3,3,1,1,2);()
15161;(74);(23);(7);(9);(5);(2,2,0,3,0);(131)
15162;(12);(54);(11);(8);(3);(1,0,2);()
15163;(4);(39);(2);(7);(12);(2,0,0,1,0,3,1,1,2,2,2,2);(33)
15164;(47);(50);(2);(8);(4);(1,1,2,2);()
15165;(53);(2);(6);(3);(7);(3,0,2,2,0,2,2);()
15166;(65);(55);(4);(8);(5);(3,2,0,1,3);(186)
15167;(43);(11);(17);(7);(6);(2,1,1,1,1,2);()
15168;(4);(14);(5);(13);(6);(1,1,3,3,3,3);()
15169;(99);(20);(8);(17);(10);(3,2,0,0,2,2,0,0,2,2);(284)
15170;(32);(26);(7);(11);(3);(2,2,2);(116)
15171;(43);(11);(11);(4);(8);(1,0,3,2,2,0,0,2);(54,315)
15172;(13);(49);(2);(7);(3);(2,2,2);(136)
15173;(35);(66);(9);(5);(2);(0,0);()
15174;(25);(26);(12);(11);(2);(2,0);(122,131,249)
15175;(39);(54);(5);(4);(7);(3,0,3,1,0,0,2);(21)
15176;(69);(60);(7);(9);(6);(2,0,2,2,0,2);(74,261)
15177;(9);(1);(7);(12);(5);(1,3,3,3,0);()
15178;(36);(31);(9);(9);(5);(1,1,2,2,0);()
15179;(68);(22);(2);(14);(6);(1,3,1,0,2,2);(225)
15180;(47);(50);(3);(8);(5);(3,0,1,0,1);()
15181;(68);(15);(9);(3);(5);(2,3,2,2,3);(43,67)
15182;(14);(55);(5);(9);(6);(0,0,2,2,2,2);()
15183;(47);(67);(12);(9);(5);(2,2,0,2,1);(243)
15184;(1);(33);(5);(8);(3);(2,2,0);()
15185;(47);(43);(14);(3);(2);(3,0);()
15186;(70);(9);(10);(12);(7);(0,1,3,0,2,0,1);(134,293)
15187;(14);(52);(7);(9);(4);(3,0,1,3);(131)
15188;(14);(50);(4);(10);(6);(2,3,1,0,3,2);(1)
15189;(13);(10);(8);(9);(2);(1,3);()
15190;(99);(40);(4);(5);(2);(2,2);(49,51,293)
15191;(19);(36);(10);(7);(4);(2,2,2,0);(244)
15192;(16);(7);(5);(6);(4);(2,2,0,2);(178,223)
15193;(50);(15);(7);(2);(5);(2,2,2,1,1);()
15194;(99);(30);(11);(16);(11);(1,0,2,1,0,2,0,0,2,2,0);(132)
15195;(16);(45);(5);(12);(4);(1,0,2,0);(48)
15196;(16);(50);(4);(16);(1);(2);()
15197;(50);(55);(16);(12);(4);(0,1,1,1);()
15198;(69);(31);(7);(5);(10);(2,3,0,0,2,0,3,1,1,2);()
15199;(14);(11);(15);(6);(13);(2,2,0,0,1,1,2,2,0,2,1,1,1);(24,93)
15200;(22);(40);(10);(4);(3);(3,0,2);(103)
15201;(16);(50);(9);(11);(4);(2,3,2,0);(142)
15202;(28);(16);(5);(13);(7);(2,3,1,2,0,0,2);(28)
15203;(13);(22);(5);(9);(3);(2,0,1);(51,162)
15204;(53);(47);(5);(2);(9);(0,1,1,3,0,2,0,2,3);(197)
15205;(13);(51);(5);(9);(10);(3,2,0,2,2,1,2,3,2,3);(81,140,178,193)
15206;(23);(59);(7);(6);(4);(2,0,0,1);(291)
15207;(99);(39);(5);(12);(1);(3);()
15208;(25);(44);(11);(7);(6);(1,2,2,2,2,1);(18)
15209;(22);(7);(13);(8);(3);(2,2,2);(43)
15210;(69);(60);(8);(7);(5);(1,0,0,0,2);()
15211;(68);(55);(5);(9);(2);(3,1);()
15212;(14);(10);(17);(8);(4);(2,3,1,1);()
15213;(17);(28);(4);(8);(8);(0,3,0,2,2,0,0,1);(176)
15214;(17);(60);(5);(9);(4);(0,2,2,2);()
15215;(10);(55);(4);(8);(8);(1,2,3,1,0,2,2,2);(148)
15216;(13);(49);(5);(11);(5);(0,0,2,2,3);()
15217;(33);(11);(5);(10);(5);(3,1,1,1,2);()
15218;(42);(41);(5);(11);(3);(1,2,1);()
15219;(16);(32);(10);(14);(11);(2,2,2,1,1,0,3,2,2,0,3);(131)
15220;(18);(26);(16);(11);(7);(1,2,2,2,0,1,0);(40,126)
15221;(17);(7);(4);(8);(4);(2,1,2,2);(23,178)
15222;(25);(26);(11);(6);(18);(1,1,2,3,1,1,0,0,0,2,2,1,2,2,2,2,3,2);(261)
15223;(23);(67);(3);(8);(5);(1,1,1,1,1);(14)
15224;(16);(11);(7);(5);(5);(2,0,2,0,0);(32,82)
15225;(42);(14);(4);(5);(4);(1,1,2,2);()
15226;(13);(10);(7);(10);(3);(2,0,2);()
15227;(42);(59);(4);(11);(6);(1,3,1,3,3,2);(196)
15228;(73);(50);(12);(2);(5);(3,1,1,1,3);()
15229;(25);(33);(9);(9);(14);(1,3,1,1,1,1,2,2,2,1,2,3,0,2);()
15230;(4);(45);(5);(6);(8);(1,2,2,3,1,0,1,1);()
15231;(4);(49);(2);(4);(6);(0,2,2,3,3,3);(163)
15232;(32);(36);(8);(11);(4);(0,2,2,0);(103,285)
15233;(37);(23);(6);(9);(8);(2,2,2,0,0,2,2,2);()
15234;(14);(34);(5);(3);(9);(3,3,3,1,1,1,0,0,1);(233)
15235;(99);(24);(11);(7);(9);(0,2,2,2,2,0,2,2,1);(250)
15236;(25);(9);(17);(6);(3);(2,1,0);(98)
15237;(13);(44);(4);(8);(6);(3,3,1,2,1,3);()
15238;(43);(47);(13);(12);(12);(1,1,0,2,2,1,3,1,1,1,2,3);(92)
15239;(20);(45);(7);(15);(4);(0,0,1,1);(252)
15240;(41);(50);(3);(2);(14);(3,0,1,1,1,1,3,1,2,3,3,0,2,1);(71,96)
15241;(4);(42);(2);(19);(7);(3,1,1,0,1,0,1);(324)
15242;(58);(54);(2);(8);(1);(0);(150)
15243;(41);(41);(4);(11);(7);(3,1,3,0,3,3,1);(97)
15244;(70);(16);(5);(12);(4);(2,2,0,2);(38,62,279)
15245;(51);(40);(3);(7);(9);(1,3,3,3,1,1,0,3,2);()
15246;(25);(51);(7);(5);(10);(0,3,0,2,3,2,2,3,3,1);()
15247;(4);(49);(4);(10);(9);(0,3,1,2,3,3,2,2,0);(176)
15248;(25);(10);(6);(11);(3);(0,2,1);()
15249;(25);(14);(7);(6);(8);(0,2,2,2,2,2,0,2);(82,271)
15250;(22);(39);(13);(12);(4);(1,1,1,3);()
